Rank,Year,Country,Elo,CONF,WCYEAR,WCPREVYEAR,WCQUALIFY,GDP,Population,GDPPER,FAVSPORT,GENPLAYERNUM,GENPLAYERYN,AVGAGE,MEDAGE,AGERANGE,AVGHEIGHT,MEDHEIGHT,AGECOUNT,HEIGHTCOUNT,Place,MaxRounds,Perf,PerfPer,1yrPopChg,1yrPopROC,4yrPopChg,4yrPopROC,5yrPopChg,5yrPopROC,8yrPopChg,8yrPopROC,10yrPopChg,10yrPopROC,1yrGDPChg,1yrGDPROC,4yrGDPChg,4yrGDPROC,5yrGDPChg,5yrGDPROC,8yrGDPChg,8yrGDPROC,10yrGDPChg,10yrGDPROC,1yrGDPPerChg,1yrGDPPerROC,4yrGDPPerChg,4yrGDPPerROC,5yrGDPPerChg,5yrGDPPerROC,8yrGDPPerChg,8yrGDPPerROC,10yrGDPPerChg,10yrGDPPerROC,1yrELOChg,1yrELOROC,4yrELOChg,4yrELOROC,5yrELOChg,5yrELOROC,8yrELOChg,8yrELOROC,10yrELOChg,10yrELOROC
44,1971,Costa Rica,1619,CONCACAF,0,0,0,1077152902,1898360,567.4123466,1,0,0,.,.,.,.,.,.,.,.,.,.,.,49494,0.026769923,203650,0.120168052,256174,0.155995728,256174,0.155995728,516443,0.373714919,92322743.8,0.093744838,377696283.4,0.539985287,429847272.1,0.664056131,565250765.5,1.10421646,586827720.7,1.196813345,34.74520983,0.065228747,154.6829599,0.374780582,173.2391956,0.439500243,222.583321,0.645488936,212.5971286,0.59917703,-77,-0.045400943,-80,-0.047086521,-128,-0.07326846,-154,-0.086858432,-89,-0.052107728
49,1972,Costa Rica,1595,CONCACAF,0,0,0,1238251696,1947048,635.9636206,1,0,0,.,.,.,.,.,.,.,.,.,.,.,48688,0.025647401,200179,0.114593023,252338,0.148897451,252338,0.148897451,514463,0.359115166,161098793.3,0.149559819,464410201.2,0.60013608,538795076.7,0.770305209,695673328.3,1.282161933,759070871.2,1.584101101,68.551274,0.120813857,192.9759127,0.435623628,223.2342339,0.540873127,282.9617376,0.801587049,301.4767843,0.901311357,-24,-0.014823965,-58,-0.035087719,-104,-0.061212478,-178,-0.100394811,-113,-0.066159251
49,1973,Costa Rica,1595,CONCACAF,0,1,0,1528916185,1995743,766.0887124,1,0,0,.,.,.,.,.,.,.,.,.,.,.,48695,0.025009656,197432,0.109787462,248874,0.142468611,248874,0.142468611,511233,0.34437828,290664489.7,0.234737809,675285981.5,0.791075548,755074690.9,0.975748518,935935023,1.578355406,1017014048,1.986735306,130.1250918,0.204610905,291.4042981,0.613890596,323.1010045,0.729367878,393.0556673,1.053675197,421.2596868,1.221647992,0,0,-95,-0.056213018,-58,-0.035087719,-152,-0.087006297,-178,-0.100394811
48,1974,Costa Rica,1595,CONCACAF,1,0,0,1666544754,2045580,814.7052445,1,0,0,.,.,.,.,.,.,.,.,.,.,.,49837,0.024971652,196714,0.10639711,247269,0.137500688,247269,0.137500688,508539,0.330855846,137628568.9,0.090017079,681714595.6,0.692215393,812914550.3,0.952302937,1019239124,1.574587145,1123966387,2.071528197,48.61653209,0.063460708,282.0381078,0.529482839,340.0208302,0.716309236,420.5320935,1.066871481,461.7033615,1.307934557,0,0,-101,-0.059551887,-95,-0.056213018,-152,-0.087006297,-178,-0.100394811
51,1975,Costa Rica,1587,CONCACAF,0,0,0,1960863466,2097407,934.8988849,1,0,0,.,.,.,.,.,.,.,.,.,.,.,51827,0.02533609,199047,0.104852083,248541,0.134428888,248541,0.134428888,507786,0.319438407,294318711.5,0.176604145,883710563.3,0.820413296,976033307.1,0.991067646,1261406847,1.803409694,1367882303,2.306788799,120.1936404,0.147530216,367.4865383,0.647653405,402.2317482,0.755127772,522.1694983,1.265161908,561.8658398,1.506209295,-8,-0.005015674,-32,-0.019765287,-109,-0.064268868,-112,-0.06592113,-160,-0.091585575
56,1976,Costa Rica,1550,CONCACAF,0,0,0,2412555426,2151497,1121.338039,1,0,0,.,.,.,.,.,.,.,.,.,.,.,54090,0.025788986,204449,0.105004602,253137,0.133345098,253137,0.133345098,509311,0.310142091,451691960.3,0.230353601,1174303730,0.948356247,1335402524,1.239752054,1638713932,2.117635128,1765249796,2.727073137,186.4391536,0.199421731,485.3744179,0.76321098,553.9256919,0.976231299,678.3503306,1.531307344,727.1648875,1.844785434,-37,-0.02331443,-45,-0.028213166,-69,-0.042618901,-103,-0.06231095,-197,-0.11276474
57,1977,Costa Rica,1552,CONCACAF,0,1,0,3072427013,2207725,1391.67107,1,0,0,.,.,.,.,.,.,.,.,.,.,.,56228,0.026134361,211982,0.106217083,260677,0.133883191,260677,0.133883191,513015,0.302715509,659871586.9,0.273515617,1543510828,1.009545744,1834175317,1.481262108,2218796809,2.599248245,2372970394,3.392591234,270.3330314,0.241080764,625.5823575,0.816592579,755.7074493,1.18828723,916.9866556,1.931781681,978.9416833,2.371872987,2,0.001290323,-43,-0.026959248,-43,-0.026959248,-138,-0.081656805,-147,-0.086521483
57,1978,Costa Rica,1552,CONCACAF,1,0,0,3523208810,2266154,1554.708466,1,0,0,.,.,.,.,.,.,.,.,.,.,.,58429,0.026465706,220574,0.107829564,270411,0.135493899,270411,0.135493899,519285,0.297266137,450781797,0.146718472,1856664056,1.114079926,1994292625,1.304383225,2538378651,2.577478593,2749367315,3.552881741,163.0373964,0.11715225,740.0032218,0.908307915,788.6197539,1.029410486,1022.04133,1.918724207,1111.720758,2.509597306,0,0,-43,-0.026959248,-43,-0.026959248,-144,-0.08490566,-101,-0.061101028
51,1979,Costa Rica,1597,CONCACAF,0,0,0,4035519323,2326704,1734.436062,1,0,0,.,.,.,.,.,.,.,.,.,.,.,60550,0.026719279,229297,0.109324037,281124,0.137429971,281124,0.137429971,528393,0.293827375,512310513.4,0.145410204,2074655858,1.058031777,2368974569,1.42148872,2958366421,2.746468412,3181889119,3.72747954,179.7275957,0.115602121,799.5371771,0.855212462,919.7308175,1.128912357,1167.023715,2.05674713,1259.751648,2.65387194,45,0.028994845,10,0.006301197,2,0.001253918,-22,-0.013588635,-93,-0.055029586
72,1980,Costa Rica,1506,CONCACAF,0,0,0,4831447001,2389310,2022.109731,1,0,0,.,.,.,.,.,.,.,.,.,.,.,62606,0.026907591,237813,0.110533735,291903,0.139173274,291903,0.139173274,540444,0.292311071,795927677.9,0.197230546,2418891575,1.002626323,2870583536,1.463938508,3593195306,2.901829506,3846616843,3.905868245,287.6736689,0.16586006,900.7716924,0.803300754,1087.210846,1.162918112,1386.14611,2.17959969,1489.442594,2.796197646,-91,-0.056981841,-44,-0.028387097,-81,-0.051039698,-89,-0.055799373,-190,-0.112028302
71,1981,Costa Rica,1506,CONCACAF,0,1,0,2623807074,2454129,1069.139835,1,0,0,.,.,.,.,.,.,.,.,.,.,.,64819,0.027128753,246404,0.111609915,302632,0.14066113,302632,0.14066113,555769,0.2927627,-2207639927,-0.456931418,-448619938.5,-0.14601484,211251648.4,0.087563438,1094890889,0.716122244,1546654172,1.435872446,-952.9698958,-0.471275065,-322.5312349,-0.231758238,-52.19820347,-0.046549927,303.0511226,0.395582284,501.7274885,0.884237877,0,0,-46,-0.029639175,-44,-0.028387097,-89,-0.055799373,-113,-0.06979617
71,1982,Costa Rica,1506,CONCACAF,1,0,0,2606621255,2521168,1033.894312,1,0,0,.,.,.,.,.,.,.,.,.,.,.,67039,0.02731682,255014,0.112531628,313443,0.141975563,313443,0.141975563,574120,0.294866896,-17185819.28,-0.006549955,-916587554.8,-0.260157034,-465805757.8,-0.151608405,940076500.9,0.564087162,1368369559,1.105081919,-35.24552298,-0.032966242,-520.8141542,-0.334991521,-357.7767578,-0.257084282,219.1890676,0.269040943,397.9306915,0.625712979,0,0,-46,-0.029639175,-46,-0.029639175,-89,-0.055799373,-89,-0.055799373
50,1983,Costa Rica,1588,CONCACAF,0,0,0,3976453967,2589930,1535.351908,1,0,0,.,.,.,.,.,.,.,.,.,.,.,68762,0.027273867,263226,0.113132569,323776,0.142874668,323776,0.142874668,594187,0.297727212,1369832712,0.525520426,-59065356.48,-0.014636371,453245156.9,0.128645556,2015590501,1.027909662,2447537782,1.600831887,501.4575958,0.485018236,-199.0841541,-0.114783219,-19.35655846,-0.012450282,600.4530229,0.642265204,769.2631954,1.004143754,82,0.054448871,-9,-0.005635567,36,0.023195876,1,0.00063012,-7,-0.004388715
68,1984,Costa Rica,1512,CONCACAF,0,0,0,4593908719,2659781,1727.175553,1,0,0,.,.,.,.,.,.,.,.,.,.,.,69851,0.026970227,270471,0.113200464,333077,0.143154007,333077,0.143154007,614201,0.300257629,617454752,0.155277732,-237538282.4,-0.049165039,558389395.5,0.138368659,2181353293,0.904167121,2927363965,1.756546866,191.8236448,0.124937901,-294.9341782,-0.145854685,-7.260509299,-0.004186092,605.8375142,0.540280891,912.4703082,1.120000533,-76,-0.047858942,6,0.003984064,-85,-0.053224796,-38,-0.024516129,-83,-0.052037618
59,1985,Costa Rica,1560,CONCACAF,0,1,0,4796628461,2730233,1756.856818,1,0,0,.,.,.,.,.,.,.,.,.,.,.,70452,0.026487895,276104,0.112505903,340923,0.142686801,340923,0.142686801,632826,0.301718265,202719742.6,0.044127943,2172821387,0.828117817,-34818539.78,-0.007206648,1724201449,0.561185487,2835764996,1.446181769,29.68126551,0.017184857,687.7169832,0.643243251,-265.2529127,-0.13117632,365.1857483,0.262408091,821.9579333,0.879194474,48,0.031746032,54,0.035856574,54,0.035856574,8,0.005154639,-27,-0.017013233
61,1986,Costa Rica,1560,CONCACAF,1,0,0,5477895475,2800986,1955.702554,1,0,0,.,.,.,.,.,.,.,.,.,.,.,70753,0.025914638,279818,0.110987447,346857,0.141336091,346857,0.141336091,649489,0.301877716,681267013.5,0.142030391,2871274220,1.101531039,2854088401,1.087766105,1954686665,0.554802957,3065340049,1.270578083,198.8457361,0.113182665,921.8082423,0.891588465,886.5627193,0.829229901,400.994088,0.257922367,834.3645158,0.744079383,0,0,54,0.035856574,54,0.035856574,8,0.005154639,10,0.006451613
60,1987,Costa Rica,1560,CONCACAF,0,0,0,5841132962,2872211,2033.671259,1,0,0,.,.,.,.,.,.,.,.,.,.,.,71225,0.025428546,282281,0.108991749,351043,0.139238242,351043,0.139238242,664486,0.300982233,363237486.7,0.066309678,1864678995,0.46893011,3234511707,1.240882886,1805613638,0.447430304,2768705949,0.901146207,77.96870504,0.039867364,498.3193515,0.324563606,999.7769473,0.96700111,299.2351974,0.172525932,642.0001895,0.461316042,0,0,-28,-0.017632242,54,0.035856574,-37,-0.023168441,8,0.005154639
59,1988,Costa Rica,1565,CONCACAF,0,0,0,6063759371,2944557,2059.311255,1,0,0,.,.,.,.,.,.,.,.,.,.,.,72346,0.025188261,284776,0.107067462,354627,0.136925322,354627,0.136925322,678403,0.29936315,222626409,0.038113566,1469850652,0.319956434,2087305404,0.524916275,1232312369,0.255060724,2540550561,0.721089977,25.63999545,0.012607739,332.1357021,0.192299909,523.959347,0.341263357,37.20152393,0.018397381,504.6027885,0.324564251,5,0.003205128,53,0.03505291,-23,-0.014483627,59,0.039176627,13,0.008376289
45,1989,Costa Rica,1613,CONCACAF,0,1,0,6866402028,3018955,2274.430069,1,0,0,.,.,.,.,.,.,.,.,.,.,.,74398,0.025266279,288722,0.105749949,359174,0.135038937,359174,0.135038937,692251,0.297524309,802642657.5,0.132367168,2069773567,0.431505918,2272493309,0.49467533,4242594954,1.616961474,2830882705,0.70149155,215.1188139,0.104461535,517.5732505,0.29460184,547.254516,0.316849388,1205.290234,1.127345735,539.9940067,0.311336935,48,0.030670927,53,0.033974359,101,0.066798942,107,0.071049137,16,0.010018785
37,1990,Costa Rica,1665,CONCACAF,1,0,1,7403457319,3095995,2391.301446,1,0,0,26.36363636,26,14,1.776,1.78,22,15,4,5,1,0.2,77040,0.025518764,295009,0.105323268,365762,0.133967321,365762,0.133967321,706685,0.29576949,537055291.1,0.07821495,1925561844,0.351514893,2606828858,0.543471082,4796836064,1.840250499,2572010318,0.532347828,116.8713769,0.051384907,435.5988913,0.22273269,634.4446274,0.361124834,1357.407134,1.312907052,369.1917147,0.182577488,52,0.032238066,105,0.067307692,105,0.067307692,159,0.105577689,159,0.105577689
54,1991,Costa Rica,1592,CONCACAF,0,0,0,7168999428,3175649,2257.491123,1,0,0,.,.,.,.,.,.,.,.,.,.,.,79654,0.025728078,303438,0.105646138,374663,0.133761111,374663,0.133761111,721520,0.294002475,-234457891,-0.031668703,1327866467,0.227330293,1691103953,0.30871417,3192545462,0.802862422,4545192354,1.732289084,-133.8103223,-0.055957112,223.8198639,0.110057052,301.788569,0.1543121,722.1392154,0.470341172,1188.351288,1.111502209,-73,-0.043843844,32,0.020512821,32,0.020512821,4,0.002518892,86,0.057104914
53,1992,Costa Rica,1605,CONCACAF,0,0,0,8528593084,3257466,2618.167952,1,0,0,.,.,.,.,.,.,.,.,.,.,.,81817,0.025763867,312909,0.106266919,385255,0.134131859,385255,0.134131859,736298,0.292046385,1359593656,0.189649012,2464833714,0.40648607,2687460123,0.46009227,3934684366,0.856500337,5921971829,2.27189578,360.6768282,0.15976888,558.8566967,0.271380393,584.4966922,0.287409624,890.9923988,0.515866727,1584.273639,1.532336159,13,0.008165829,40,0.025559105,45,0.028846154,93,0.061507937,99,0.065737052
56,1993,Costa Rica,1614,CONCACAF,0,1,0,9537297507,3341004,2854.6202,1,0,0,.,.,.,.,.,.,.,.,.,.,.,83538,0.025645087,322049,0.106675654,396447,0.134637231,396447,0.134637231,751074,0.289997799,1008704423,0.11827325,2670895479,0.388980352,3473538137,0.572835748,4740669046,0.988333594,5560843540,1.39844283,236.4522486,0.090312101,580.1901314,0.255092535,795.3089453,0.386201427,1097.763382,0.624845104,1319.268292,0.85926118,9,0.005607477,1,0.000619963,49,0.031309904,54,0.034615385,26,0.016372796
43,1994,Costa Rica,1639,CONCACAF,1,0,0,10432619390,3425690,3045.406733,1,0,0,.,.,.,.,.,.,.,.,.,.,.,84686,0.02534747,329695,0.106490805,406735,0.134727083,406735,0.134727083,765909,0.287959422,895321883.2,0.093875847,3029162071,0.409155066,3566217362,0.519372059,4954723915,0.904494059,5838710672,1.270967934,190.7865326,0.066834296,654.1052871,0.27353527,770.976664,0.338975761,1089.704178,0.557193207,1318.23118,0.763229411,25,0.015489467,-26,-0.015615616,26,0.016119033,79,0.050641026,127,0.083994709
67,1995,Costa Rica,1558,CONCACAF,0,0,0,11513472694,3510926,3279.326506,1,0,0,.,.,.,.,.,.,.,.,.,.,.,85236,0.024881411,335277,0.105577474,414931,0.134021857,414931,0.134021857,780693,0.285943727,1080853304,0.103603253,4344473266,0.606008315,4110015375,0.555148115,5672339732,0.971102656,6716844232,1.400326143,233.9197737,0.076810684,1021.835383,0.452642038,888.0250608,0.371356385,1245.655247,0.612515539,1522.469688,0.866587233,-81,-0.049420378,-34,-0.021356784,-107,-0.064264264,-2,-0.001282051,-2,-0.001282051
63,1996,Costa Rica,1579,CONCACAF,0,0,0,11618286553,3596732,3230.234155,1,0,0,.,.,.,.,.,.,.,.,.,.,.,85806,0.024439706,339266,0.104150281,421083,0.132597463,421083,0.132597463,795746,0.284094958,104813859.5,0.009103583,3089693469,0.362274696,4449287125,0.620628746,5554527183,0.916020383,6140391078,1.120939804,-49.09235125,-0.014970254,612.0662036,0.233776524,972.7430319,0.430895618,1170.9229,0.568599282,1274.531601,0.651700126,21,0.013478819,-26,-0.016199377,-13,-0.008165829,14,0.008945687,19,0.012179487
52,1997,Costa Rica,1618,CONCACAF,0,1,0,12552071367,3682725,3408.365101,1,0,0,.,.,.,.,.,.,.,.,.,.,.,85993,0.023908648,341721,0.102280931,425259,0.130549022,425259,0.130549022,810514,0.282191663,933784813.8,0.08037199,3014773860,0.316103577,4023478283,0.471763425,5685669339,0.82804201,6710938406,1.1489104,178.130946,0.055144902,553.744901,0.193981988,790.1971496,0.30181301,1133.935032,0.49855788,1374.693842,0.675966598,39,0.024699177,4,0.002478315,13,0.008099688,5,0.003099814,58,0.037179487
53,1998,Costa Rica,1620,CONCACAF,1,0,0,13617405420,3767373,3614.562567,1,0,0,.,.,.,.,.,.,.,.,.,.,.,84648,0.022985154,341683,0.099741366,426369,0.127617028,426369,0.127617028,822816,0.279436262,1065334053,0.084873167,3184786030,0.305271947,4080107913,0.427805456,6213948101,0.839330577,7553646049,1.245703463,206.1974654,0.06049747,569.1558338,0.186889924,759.9423664,0.266214877,1223.261121,0.51154618,1555.251312,0.75522887,2,0.001236094,-19,-0.011592434,6,0.003717472,-45,-0.027027027,55,0.03514377
51,1999,Costa Rica,1631,CONCACAF,0,0,0,14195623425,3848723,3688.398314,1,0,0,.,.,.,.,.,.,.,.,.,.,.,81350,0.021593296,337797,0.096213079,423033,0.123488407,423033,0.123488407,829768,0.274852722,578218004.7,0.042461687,2682150731,0.23295758,3763004034,0.360695995,7026623997,0.980140125,7329221397,1.067403477,73.83574757,0.020427298,409.0718077,0.124742628,642.9915814,0.211134879,1430.907191,0.633848424,1413.968245,0.621680246,11,0.006790123,73,0.046854942,-8,-0.004881025,39,0.024497487,18,0.01115933
56,2000,Costa Rica,1607,CONCACAF,0,0,0,14949514585,3925443,3808.363689,1,0,0,.,.,.,.,.,.,.,.,.,.,.,76720,0.019933885,328711,0.091391574,414517,0.118064864,414517,0.118064864,829448,0.267909993,753891160.3,0.053107295,3331228032,0.286722833,3436041891,0.298436621,6420921501,0.752869956,7546057266,1.019261264,119.965375,0.03252506,578.129534,0.178974497,529.0371828,0.161324949,1190.195738,0.454591057,1417.062244,0.592590385,-24,-0.014714899,28,0.017732742,49,0.031450578,2,0.001246106,-58,-0.034834835
26,2001,Costa Rica,1774,CONCACAF,0,1,0,15913363335,3996798,3981.528047,1,0,0,.,.,.,.,.,.,.,.,.,.,.,71355,0.018177566,314073,0.085282773,400066,0.111230417,400066,0.111230417,821149,0.258576751,963848749.9,0.064473582,3361291968,0.267787831,4295076782,0.369682462,6376065828,0.6685401,8744363907,1.219746771,173.1643578,0.045469491,573.1629458,0.1681636,751.2938918,0.232581867,1126.907847,0.394766297,1724.036924,0.763695992,167,0.103920348,156,0.096415328,195,0.123495883,160,0.09913259,182,0.114321608
32,2002,Costa Rica,1753,CONCACAF,1,0,1,16504795453,4063204,4062.014965,1,0,0,27,27,16,1.778181818,1.75,23,22,5,5,0,0,66406,0.0166148,295831,0.078524478,380479,0.103314529,380479,0.103314529,805738,0.247351162,591432118.2,0.037165752,2887390033,0.212036724,3952724086,0.31490612,6072176063,0.582037534,7976202369,0.935230734,80.4869179,0.020215082,447.4523983,0.123791576,653.6498637,0.191778124,1016.608232,0.333816899,1443.847013,0.551472266,-21,-0.011837655,133,0.082098765,135,0.083436341,114,0.069554606,148,0.092211838
32,2003,Costa Rica,1734,CONCACAF,0,0,0,17195867540,4125971,4167.714107,1,0,0,.,.,.,.,.,.,.,.,.,.,.,62767,0.015447662,277248,0.072036361,358598,0.09518516,358598,0.09518516,784967,0.234949434,691072087.1,0.041870988,3000244116,0.211349937,3578462120,0.262785899,5682394846,0.493543086,7658570033,0.803012596,105.6991418,0.026021357,479.3157925,0.129952286,553.1515401,0.153034158,888.3876002,0.270905504,1313.093907,0.459989005,-19,-0.010838562,103,0.063151441,114,0.07037037,176,0.11296534,120,0.074349442
38,2004,Costa Rica,1691,CONCACAF,0,0,0,18529767934,4187038,4425.507467,1,0,0,.,.,.,.,.,.,.,.,.,.,.,61067,0.014800637,261595,0.066640886,338315,0.087903182,338315,0.087903182,761348,0.222246613,1333900394,0.077570986,3580253349,0.239489605,4334144510,0.305315546,6911481381,0.594879576,8097148544,0.776137635,257.7933605,0.061854857,617.143778,0.162049591,737.1091531,0.199845323,1195.273312,0.370026832,1380.100734,0.45317452,-43,-0.024798155,84,0.052271313,60,0.036787247,112,0.070930969,52,0.031726663
34,2005,Costa Rica,1733,CONCACAF,0,1,0,19952156475,4247841,4697.011135,1,0,0,.,.,.,.,.,.,.,.,.,.,.,60803,0.014521722,251043,0.06281103,322398,0.082130348,322398,0.082130348,736915,0.20989192,1422388540,0.07676235,4038793140,0.253798839,5002641890,0.334635741,7400085108,0.589550911,8438683781,0.732939922,271.5036674,0.061349725,715.4830876,0.179700627,888.6474454,0.233341014,1288.646033,0.378083332,1417.684628,0.432309691,42,0.024837374,-41,-0.023111612,126,0.07840697,115,0.071075402,175,0.112323492
50,2006,Costa Rica,1633,CONCACAF,1,0,1,22600431878,4308794,5245.187372,1,0,0,27.34782609,28,14,1.798695652,1.8,23,23,5,5,0,0,60953,0.014349172,245590,0.060442449,311996,0.078061488,311996,0.078061488,712062,0.197974717,2648275403,0.132731287,6095636425,0.369325172,6687068543,0.420217172,8983026458,0.659672396,10982145325,0.945246554,548.1762376,0.11670746,1183.172407,0.291277215,1263.659325,0.317380491,1630.624806,0.451126457,2014.953217,0.623779305,-100,-0.057703405,-120,-0.068454079,-141,-0.079481398,13,0.008024691,54,0.03419886
53,2007,Costa Rica,1639,CONCACAF,0,0,0,26743874206,4369469,6120.6234,1,0,0,.,.,.,.,.,.,.,.,.,.,.,60675,0.014081666,243498,0.059015926,306265,0.075375246,306265,0.075375246,686744,0.186477133,4143442328,0.183334653,9548006666,0.555250071,10239078753,0.620369927,12548250781,0.883952075,14191802839,1.130634333,875.4360276,0.166902718,1952.909293,0.468580436,2058.608435,0.506794892,2432.225086,0.659425821,2712.258299,0.795765189,6,0.003674219,-95,-0.054786621,-114,-0.065031375,8,0.004904966,21,0.012978986
43,2008,Costa Rica,1701,CONCACAF,0,0,0,30612932876,4429508,6911.136152,1,0,0,.,.,.,.,.,.,.,.,.,.,.,60039,0.013740571,242470,0.057909673,303537,0.07356741,303537,0.07356741,662135,0.175755095,3869058670,0.144670837,12083164942,0.65209478,13417065336,0.7802494,15663418291,1.047754307,16995527456,1.248073839,790.5127527,0.129155594,2485.628685,0.561659585,2743.422046,0.658255815,3102.772463,0.814725881,3296.573586,0.912025598,62,0.037827944,10,0.005913661,-33,-0.019031142,94,0.058494088,81,0.05
40,2009,Costa Rica,1703,CONCACAF,0,1,0,30562361123,4488263,6809.396224,1,0,0,.,.,.,.,.,.,.,.,.,.,.,58755,0.013264453,240422,0.056598634,301225,0.071942266,301225,0.071942266,639540,0.166169402,-50571753.41,-0.001651973,10610204648,0.53178235,12032593189,0.649365563,14648997788,0.920546932,16366737698,1.15294251,-101.7399288,-0.014721158,2112.385089,0.449729632,2383.888756,0.538670147,2827.868177,0.710246956,3120.99791,0.846166179,2,0.001175779,-30,-0.017311021,12,0.007096393,-71,-0.040022548,72,0.044144697
43,2010,Costa Rica,1669,CONCACAF,1,0,0,37268635287,4545280,8199.414621,1,0,0,.,.,.,.,.,.,.,.,.,.,.,57017,0.012703578,236486,0.054884499,297439,0.070021218,297439,0.070021218,619837,0.157902433,6706274164,0.219429191,14668203409,0.649023146,17316478812,0.867900111,20763839834,1.258048904,22319120702,1.492966248,1390.018397,0.2041324,2954.227249,0.563226257,3502.403486,0.745666422,4137.399656,1.018558447,4391.050931,1.153001995,-34,-0.019964768,36,0.022045315,-64,-0.036930179,-84,-0.047917855,62,0.038581207
47,2011,Costa Rica,1664,CONCACAF,0,0,0,42262697840,4600474,9186.59639,1,0,0,.,.,.,.,.,.,.,.,.,.,.,55194,0.012143146,231005,0.05286798,291680,0.067694116,291680,0.067694116,603676,0.151039907,4994062553,0.134001755,15518823634,0.580275824,19662265962,0.869995143,25066830300,1.457724086,26349334505,1.655799214,987.1817693,0.120396615,3065.97299,0.500924953,3941.409018,0.751433407,5018.882283,1.204229022,5205.068343,1.307304201,-5,-0.002995806,25,0.015253203,31,0.018983466,-70,-0.040369089,-110,-0.062006764
45,2012,Costa Rica,1668,CONCACAF,0,0,0,46473128286,4654122,9985.36959,1,0,0,.,.,.,.,.,.,.,.,.,.,.,53648,0.011661407,224614,0.050708566,284653,0.065145902,284653,0.065145902,590918,0.145431536,4210430445,0.099625217,15860195409,0.518088073,19729254080,0.737711146,27943360351,1.508025381,29968332832,1.815734882,798.7731998,0.086949852,3074.233437,0.444823162,3864.74619,0.631430156,5559.862122,1.256321939,5923.354625,1.458230626,4,0.002403846,-33,-0.019400353,29,0.017693716,-23,-0.013601419,-85,-0.048488306
29,2013,Costa Rica,1735,CONCACAF,0,1,0,49745088112,4706401,10569.66631,1,0,0,.,.,.,.,.,.,.,.,.,.,.,52279,0.011232838,218138,0.048601876,276893,0.062511006,276893,0.062511006,580430,0.140677188,3271959826,0.070405414,19182726989,0.627658541,19132155235,0.624969692,29792931637,1.493218624,32549220571,1.89285132,584.2967247,0.058515283,3760.270091,0.552217842,3658.530162,0.529367398,5872.65518,1.250296201,6401.952208,1.536082381,67,0.040167866,32,0.01879037,34,0.019988242,2,0.001154068,1,0.000576701
15,2014,Costa Rica,1867,CONCACAF,1,0,1,50577769838,4757575,10630.9979,1,0,0,26.91304348,27,11,1.804782609,1.78,23,23,3,5,2,0.4,51174,0.010873277,212295,0.046706694,269312,0.060003614,269312,0.060003614,570537,0.136262675,832681726.1,0.016738974,13309134551,0.357113547,20015408715,0.654903875,27977337960,1.237911652,32048001903,1.729541461,61.33158638,0.005802604,2431.58328,0.296555717,3821.601677,0.561224748,5385.810529,1.02680994,6205.490434,1.402209911,132,0.076080692,198,0.118633913,164,0.096300646,234,0.14329455,176,0.104080426
21,2015,Costa Rica,1795,CONCACAF,0,0,0,54775972989,4807852,11393.02395,1,0,0,.,.,.,.,.,.,.,.,.,.,.,50277,0.010567779,207378,0.045077529,262572,0.057768058,262572,0.057768058,560011,0.131834266,4198203151,0.083004908,12513275148,0.296083208,17507337702,0.469760633,28032098783,1.048168959,34823816514,1.745366049,762.0260502,0.071679635,2206.427561,0.240179003,3193.60933,0.389492357,5272.400551,0.861415612,6696.012816,1.425590152,-72,-0.038564542,131,0.078725962,126,0.075494308,156,0.095179988,62,0.035776111
17,2016,Costa Rica,1855,CONCACAF,0,0,0,56988989897,4857274,11732.71055,1,0,0,.,.,.,.,.,.,.,.,.,.,.,49422,0.010279435,203152,0.043649909,256800,0.055820335,256800,0.055820335,548480,0.127293159,2213016908,0.040401234,10515861611,0.226278325,14726292056,0.348446569,26376057020,0.861598499,34388558019,1.521588534,339.6865975,0.029815315,1747.340959,0.174990114,2546.114159,0.27715533,4821.574396,0.697652931,6487.523176,1.236852512,60,0.033426184,187,0.112110312,191,0.114783654,154,0.090534979,222,0.135946111
31,2017,Costa Rica,1746,CONCACAF,0,1,0,57057372468,4905769,11630.6684,1,0,0,.,.,.,.,.,.,.,.,.,.,.,48495,0.009983995,199368,0.042361031,251647,0.054069704,251647,0.054069704,536300,0.122738026,68382571.4,0.001199926,7312284356,0.146995103,10584244182,0.227749768,26495011345,0.866916376,30313498262,1.133474456,-102.0421521,-0.008697236,1061.002082,0.100381795,1645.298807,0.164770947,4821.272173,0.708032256,5510.044997,0.900242449,-109,-0.058760108,11,0.006340058,78,0.04676259,43,0.02524956,107,0.06528371
37,2018,Costa Rica,1726,CONCACAF,1,0,1,.,.,.,1,0,0,29.2173913,29,16,1.807826087,1.79,23,23,5,5,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-20,-0.011454754,-141,-0.075522228,-9,-0.00518732,57,0.034152187,25,0.014697237
40,1960,Cote d'Ivoire,1648,#N/A,0,0,0,546203561.6,3558988,153.4715941,1,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
